Name	IUPAC	SMILES
glycan_11	Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)C)O)O)O)NC(=O)C)O)CO)O)O)O
glycan_12	Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)C)O)O)O)NC(=O)C)O[C@H]5[C@H]([C@H](O[C@H]([C@@H]5O)O[C@@H]6[C@H](OC([C@@H]([C@H]6O)O)O)CO)CO[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O)O)NC(=O)C)O)CO)O)O)O
glycan_13	Fuc(a1-2)Gal(b1-4)Glc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O)O
glycan_14	Fuc(a1-2)Gal(b1-4)Glc6S	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)COS(=O)(=O)O)CO)O)O)O)O)O
glycan_15	Fuc(a1-2)Gal(b1-4)GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC([C@@H]([C@H]3O)NC(=O)C)O)CO)CO)O)O)O)O)O
glycan_16	Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)O[C@H]4[C@H]([C@@H]([C@H](O[C@@H]4OC[C@@H]5[C@H]([C@@H]([C@@H]([C@@H](O5)O[C@@H]6[C@H](O[C@H]([C@@H]([C@H]6O)NC(=O)C)O[C@@H]7[C@H](OC([C@@H]([C@H]7O)NC(=O)C)O)CO)CO)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O[C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)C)O)O)O)O)NC(=O)C)O)CO)O)O)CO)CO)O)O)O)O)O
glycan_17	Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)NC(=O)C)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O[C@H]8[C@H]([C@@H]([C@@H]([C@@H](O8)C)O)O)O)O)NC(=O)C)O)O[C@@H]9[C@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O[C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)C)O)O)O)O)NC(=O)C)O)O)NC(=O)C)O)O)O
glycan_18	Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)O[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O)O[C@@H]5[C@H](OC([C@@H]([C@H]5O)NC(=O)C)O)CO)CO)O)CO)CO)O)O)O)O)O
glycan_19	Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)O[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O)O[C@@H]5[C@H](O[C@H]([C@@H]([C@H]5O)NC(=O)C)O[C@H]6[C@H]([C@H](O[C@H]([C@@H]6O)O[C@@H]7[C@H](OC([C@@H]([C@H]7O)NC(=O)C)O)CO)CO)O)CO)CO)O)CO)CO)O)O)O)O)O
glycan_20	Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)GalNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)O[C@H]4[C@H]([C@H](OC([C@@H]4NC(=O)C)O)CO)O)CO)CO)O)O)O)O)O
glycan_21	Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]GalNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)OC[C@@H]4[C@@H]([C@@H]([C@H](C(O4)O)NC(=O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O[C@H]6[C@@H]([C@H]([C@H]([C@H](O6)CO)O)O)O[C@H]7[C@H]([C@@H]([C@@H]([C@@H](O7)C)O)O)O)O)NC(=O)C)O)CO)CO)O)O)O)O)O
glycan_22	Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)GalNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)OC[C@@H]4[C@@H]([C@@H]([C@H](C(O4)O)NC(=O)C)O)O)CO)CO)O)O)O)O)O
glycan_23	Fuc(a1-2)Gal(b1-4)GlcNAc6S	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC([C@@H]([C@H]3O)NC(=O)C)O)COS(=O)(=O)O)CO)O)O)O)O)O
glycan_24	Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC([C@@H]([C@H]3O[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)C)O)O)O)NC(=O)C)O)CO)CO)O)O)O)O)O
glycan_25	Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)NC(=O)C)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O[C@H]8[C@H]([C@@H]([C@@H]([C@@H](O8)C)O)O)O)O[C@H]9[C@H]([C@@H]([C@@H]([C@@H](O9)C)O)O)O)NC(=O)C)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O[C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)C)O)O)O)O[C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)C)O)O)O)NC(=O)C)O)O)NC(=O)C)O)O)O
glycan_26	Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)C)O)O)O)CO)O[C@H]5[C@H]([C@H](O[C@H]([C@@H]5O)O[C@@H]6[C@H](OC([C@@H]([C@H]6O[C@H]7[C@H]([C@@H]([C@@H]([C@@H](O7)C)O)O)O)NC(=O)C)O)CO)CO)O)NC(=O)C)O)O)O
glycan_27	Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)C)O)O)O)CO)O[C@H]5[C@H]([C@H](OC([C@@H]5NC(=O)C)O)CO)O)NC(=O)C)O)O)O
glycan_28	Fuc(a1-2)Gal6S(b1-4)Glc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)COS(=O)(=O)O)O)O)O)O)O
glycan_29	Fuc(a1-2)Gal6S(b1-4)Glc6S	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)COS(=O)(=O)O)COS(=O)(=O)O)O)O)O)O)O
glycan_30	Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)GalNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@H]3[C@H]([C@H](OC([C@@H]3NC(=O)C)O)CO)O)CO)O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O)O
glycan_31	Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H](O[C@@H]([C@@H]3O)CO)O[C@H]4[C@H]([C@H](O[C@@H]([C@@H]4O)O[C@H]5[C@H](O[C@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](OC([C@@H]([C@H]6O)O)O)CO)CO)CO)O)NC(=O)C)CO)O)O[C@@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O)O)O)O
glycan_32	Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)Glc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O)O
glycan_33	Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)[Fuc(a1-3)]Glc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](OC([C@@H]2O)O)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O[C@H]5[C@H]([C@@H]([C@@H]([C@@H](O5)C)O)O)O)O)O)O
glycan_34	Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)[Fuc(a1-3)]GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](OC([C@@H]2NC(=O)C)O)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O[C@H]5[C@H]([C@@H]([C@@H]([C@@H](O5)C)O)O)O)O)O)O
glycan_35	Fuc(a1-2)[Gal(a1-4)]Gal(b1-4)GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC([C@@H]([C@H]3O)NC(=O)C)O)CO)CO)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O)O)O
glycan_36	Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@H](O[C@@H]([C@@H]3O)CO)O[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O[C@H]5[C@H]([C@@H]([C@@H]([C@@H](O5)C)O)O)O)O[C@@H]6[C@H](OC([C@@H]([C@H]6O)NC(=O)C)O)CO)CO)O)NC(=O)C)CO)O)O[C@@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)NC(=O)C)O)O)O
glycan_37	Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)GlcNAc(b1-3)GalNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H](O[C@@H]([C@H]3O)CO)O[C@H]4[C@H]([C@H](OC([C@@H]4NC(=O)C)O)CO)O)NC(=O)C)CO)O)O[C@@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)NC(=O)C)O)O)O
glycan_38	Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O)O
glycan_39	Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)[Fuc(a1-3)]GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](OC([C@@H]2NC(=O)C)O)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O[C@H]5[C@H]([C@@H]([C@@H]([C@@H](O5)C)O)O)O)O)O)O
glycan_40	Fuc(a1-2)[GalNAc(b1-3)]Gal	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](OC2O)CO)O)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O)O)O
glycan_41	Fuc(a1-3)GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](OC([C@@H]2NC(=O)C)O)CO)O)O)O)O
glycan_42	Fuc(a1-3)[Gal(b1-4)]GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](OC([C@@H]2NC(=O)C)O)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O)O
glycan_43	Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)CO)O[C@H]4[C@H]([C@@H]([C@H](OC4O)CO)O)O)NC(=O)C)O)O)O
glycan_44	Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)CO)O[C@H]4[C@H]([C@@H]([C@H](O[C@@H]4OC[C@@H]5[C@H]([C@@H]([C@@H]([C@@H](O5)O[C@@H]6[C@H](O[C@H]([C@@H]([C@H]6O)NC(=O)C)O[C@@H]7[C@H](OC([C@@H]([C@H]7O)NC(=O)C)O)CO)CO)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)O[C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)C)O)O)O)NC(=O)C)O)CO)O)O)NC(=O)C)O)O)O
glycan_45	Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)NC(=O)C)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O)O[C@H]8[C@H]([C@@H]([C@@H]([C@@H](O8)C)O)O)O)NC(=O)C)O)O[C@@H]9[C@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)O[C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)C)O)O)O)NC(=O)C)O)O)NC(=O)C)O)O)O
glycan_46	Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)CO)O[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O)O[C@@H]5[C@H](OC([C@@H]([C@H]5O[C@H]6[C@H]([C@@H]([C@@H]([C@@H](O6)C)O)O)O)NC(=O)C)O)CO)CO)O)NC(=O)C)O)O)O
glycan_47	Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)GalNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)CO)O[C@H]4[C@H]([C@H](OC([C@@H]4NC(=O)C)O)CO)O)NC(=O)C)O)O)O
glycan_48	Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)GalNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)CO)OC[C@@H]4[C@@H]([C@@H]([C@H](C(O4)O)NC(=O)C)O)O)NC(=O)C)O)O)O
glycan_49	Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)CO)OC[C@@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)O[C@@H]5[C@H](OC([C@@H]([C@H]5O)O)O)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O)NC(=O)C)O)NC(=O)C)O)O)O
glycan_50	Fuc(a1-4)GlcNAc	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)NC(=O)C)O)CO)O)O)O
glycan_51	Gal(a1-2)Gal	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H]([C@H]([C@H](OC2O)CO)O)O)O)O)O)O
glycan_52	Gal(a1-3)Gal	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@H]([C@H](OC([C@@H]2O)O)CO)O)O)O)O)O
